Arnold	&	Porter	LLP	Washington,	DC	NaN	51.0	100.0	100.0	NaN	NaN
AstraZeneca	PLC	Wilmington,	DE	NaN	NaN	80.0	85.0	NaN	NaN
AT&T	Inc.	San	Antonio,	TX	27.0	NaN	100.0	100.0	+	NaN
Austin	Radiological	Assn.	Austin,	TX	NaN	NaN	53.0	53.0	NaN	NaN
Automatic	Data	Processing	Inc.	Roseland,	NJ	272.0	NaN	95.0	95.0	NaN	NaN
AutoZone	Inc.	Memphis,	TN	384.0	NaN	25.0	25.0	1a	NaN
Avaya	Inc.	Basking	Ridge,	NJ	440.0	NaN	85.0	85.0	+	1b	NaN
Avis	Budget	Group	Inc.	Parsippany,	NJ	405.0	NaN	80.0	60.0	NaN	NaN
Avnet	Inc.	Phoenix,	AZ	172.0	NaN	30.0	30.0	NaN	NaN
Avon	Products	Inc.	New	York,	NY	283.0	NaN	60.0	60.0	NaN	NaN
2cBain	&	Co.	Inc.	(&	Bridgespan	Group	Inc.)	Boston,	MA	NaN	NaN	100.0	100.0	NaN	NaN
Baker	&	Botts	LLP	Houston,	TX	NaN	48.0	80.0	85.0	3a	NaN
Baker	&	Daniels	LLP	Indianapolis,	IN	NaN	172.0	100.0	95.0	3b	NaN
Baker	&	McKenzie	Chicago,	IL	NaN	3.0	75.0	NaN	NaN	NaN
Baker,	Donelson,	Bearman,	Caldwell	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	Memphis,	TN	NaN	128.0	35.0	NaN	NaN	NaN
&	Berkowitz	PC	NaN	NaN	NaN	NaN	NaN	4	NaN
Baldor	Electric	Co.	Fort	Smith,	AR	NaN	NaN	20.0	25.0	NaN	NaN
Ball	Corp.	Broomfi	eld,	CO	348.0	NaN	58.0	58.0	NaN	NaN
Ballard,	Spahr,	Andrews	&	Ingersoll	LLP	Philadelphia,	PA	NaN	100.0	80.0	80.0	NaN	NaN
Bank	of	America	Corp.	Charlotte,	NC	9.0	NaN	100.0	100.0	NaN	NaN
Bank	of	New	York	Mellon	Corp.,	The	New	York,	NY	358.0	NaN	100.0	100.0	NaN	NaN
Barclays	Capital	New	York,	NY	NaN	NaN	90.0	90.0	NaN	NaN
Barnes	&	Noble	Inc.	New	York,	NY	430.0	NaN	100.0	63.0	NaN	NaN
BASF	Corp.	Florham	Park,	NJ	NaN	NaN	100.0	95.0	NaN	NaN
Bausch	&	Lomb	Inc.	Rochester,	NY	NaN	NaN	100.0	100.0	NaN	NaN
Baxter	International	Inc.	Deerfi	eld,	IL	245.0	NaN	80.0	73.0	NaN	NaN
Bayer	Corp.	Pittsburgh,	PA	NaN	NaN	80.0	15.0	NaN	NaN
BB&T	Corp.	Winston-Salem,	NC	265.0	NaN	48.0	25.0	NaN	NaN
Best	Buy	Co.	Inc.	Richfi	eld,	MN	72.0	NaN	100.0	100.0	NaN	NaN
Bingham	McCutchen	LLP	Boston,	MA	NaN	26.0	100.0	100.0	NaN	NaN
Black	&	Decker	Corp.,	The	Towson,	MD	356.0	NaN	55.0	NaN	NaN	NaN
BMC	Software	Inc.	Houston,	TX	NaN	NaN	100.0	70.0	NaN	NaN
BNSF	Railway	Co.	Fort	Worth,	TX	157.0	NaN	30.0	30.0	NaN	NaN
Boehringer	Ingelheim	NaN	NaN	NaN	NaN	NaN	NaN	
NaN	Ridgefi	eld,	CT	NaN	NaN	100.0	100.0	NaN	NaN
Pharmaceuticals	Inc.	NaN	NaN	NaN	NaN	NaN	NaN	Headquarters
Boeing	Co.	Chicago,	IL	28.0	NaN	100.0	100.0	NaN	NaN
Booz	Allen	Hamilton	Inc.	McLean,	VA	NaN	NaN	80.0	80.0	NaN	NaN
Borders	Group	Inc.	Ann	Arbor,	MI	516.0	NaN	100.0	100.0	NaN	NaN
Boston	Consulting	Group	Boston,	MA	NaN	NaN	100.0	100.0	NaN	2007	Fortune	1000
BP	America	Inc.	Houston,	TX	NaN	NaN	100.0	100.0	NaN	2007	AmLaw	200
Bridgestone	Americas	Holding	Inc.	Nashville,	TN	NaN	NaN	80.0	80.0	NaN	NaN
Bright	Horizons	Family	Solutions	Inc.	Watertown,	MA	NaN	NaN	100.0	100.0	NaN	NaN
Brinker	International	Inc.	Dallas,	TX	502.0	NaN	100.0	100.0	NaN	2008	CEI	Rating
Bristol-Myers	Squibb	Co.	New	York,	NY	129.0	NaN	100.0	100.0	NaN	NaN
Brown	Rudnick	LLP	Boston,	MA	NaN	168.0	100.0	NaN	NaN	NaN
Brown-Forman	Corp.	Louisville,	KY	828.0	NaN	20.0	NaN	NaN	NaN
Bryan	Cave	LLP	St.	Louis,	MO	NaN	61.0	100.0	100.0	NaN	NaN
C&S	Wholesale	Grocers	Inc.	Keene,	NH	NaN	NaN	40.0	40.0	NaN	2b
Cadwalader,	Wickersham	&	Taft	LLP	New	York,	NY	NaN	39.0	95.0	95.0	NaN	2c
Calpine	Corp.	San	Jose,	CA	344.0	NaN	48.0	48.0	NaN	NaN
Campbell	Soup	Co.	Camden,	NJ	311.0	NaN	100.0	95.0	+	NaN
Canadian	Imperial	Bank	of	Commerce	New	York,	NY	NaN	NaN	95.0	95.0	NaN	NaN
Capital	One	Financial	Corp.	McLean,	VA	154.0	NaN	100.0	100.0	NaN	NaN
Cardinal	Health	Dublin,	OH	19.0	NaN	100.0	NaN	NaN	4
Cargill	Inc.	Wayzata,	MN	NaN	NaN	100.0	100.0	NaN	5
Carlson	Companies	Inc.	Minnetonka,	MN	NaN	NaN	100.0	100.0	NaN	NaN
Carlton	Fields	Tampa,	FL	NaN	188.0	90.0	NaN	NaN	NaN
Carmax	Inc.	Richmond,	VA	365.0	NaN	100.0	NaN	NaN	NaN
Caterpillar	Inc.	Peoria,	IL	55.0	NaN	55.0	45.0	NaN	NaN
CBRL	Group	Inc.	(Cracker	Barrel)	Lebanon,	TN	711.0	NaN	15.0	15.0	NaN	NaN
CDW	Corp.	Vernon	Hills,	IL	342.0	NaN	88.0	58.0	NaN	NaN
Cerner	Corp.	Kansas	City,	MO	NaN	NaN	65.0	65.0	NaN	NaN
CH2M	HILL	Companies	Ltd.	Englewood,	CO	526.0	NaN	80.0	80.0	NaN	NaN
Chadbourne	&	Parke	LLP	New	York,	NY	NaN	97.0	90.0	70.0	NaN	NaN
Chamberlin	Edmonds	&	Associates	Inc.	Atlanta,	GA	NaN	NaN	68.0	68.0	NaN	NaN
Charles	Schwab	Corp.,	The	San	Francisco,	CA	389.0	NaN	100.0	100.0	NaN	NaN
Chevron	Corp.	San	Ramon,	CA	4.0	NaN	100.0	100.0	NaN	NaN
ChoicePoint	Inc.	Alpharetta,	GA	NaN	NaN	100.0	100.0	NaN	NaN
Chrysler	LLC	Auburn	Hills,	MI	NaN	NaN	100.0	100.0	+	NaN
Chubb	Corp.	Warren,	NJ	176.0	NaN	100.0	100.0	NaN	NaN
CIGNA	Corp.	Philadelphia,	PA	139.0	NaN	95.0	85.0	NaN	NaN
Circuit	City	Stores	Inc.	Richmond,	VA	215.0	NaN	55.0	55.0	NaN	NaN
Cisco	Systems	Inc.	San	Jose,	CA	77.0	NaN	100.0	100.0	+	NaN
Citigroup	Inc.	New	York,	NY	8.0	NaN	100.0	100.0	NaN	NaN
Clear	Channel	Communications	Inc.	San	Antonio,	TX	330.0	NaN	100.0	100.0	NaN	NaN
Cleary,	Gottlieb,	Steen	&	Hamilton	LLP	New	York,	NY	NaN	19.0	100.0	100.0	NaN	NaN
Clifford	Chance	US	LLP	New	York,	NY	NaN	NaN	100.0	NaN	+	NaN
Clorox	Co.	Oakland,	CA	475.0	NaN	100.0	100.0	NaN	NaN
CNA	Insurance	Chicago,	IL	NaN	NaN	100.0	100.0	NaN	NaN
Coca-Cola	Co.,	The	Atlanta,	GA	94.0	NaN	100.0	100.0	+	NaN
Coca-Cola	Enterprises	Inc.	Atlanta,	GA	118.0	NaN	100.0	70.0	NaN	NaN
Colgate-Palmolive	Co.	New	York,	NY	200.0	NaN	73.0	58.0	NaN	NaN
Comcast	Corp.	Philadelphia,	PA	84.0	NaN	80.0	80.0	NaN	NaN
Comerica	Inc.	Dallas,	TX	487.0	NaN	80.0	80.0	1a	NaN
Compass	Group	USA	Inc.	Charlotte,	NC	NaN	NaN	65.0	65.0	1b	NaN
Compuware	Corp.	Detroit,	MI	NaN	NaN	93.0	NaN	NaN	NaN
ConAgra	Foods	Inc.	Omaha,	NE	173.0	NaN	90.0	NaN	NaN	NaN
ConocoPhillips	Houston,	TX	5.0	NaN	60.0	63.0	NaN	NaN
2cConsolidated	Edison	Co.	New	York,	NY	204.0	NaN	95.0	80.0	NaN	NaN
Constellation	Energy	Group	Inc.	Baltimore,	MD	119.0	NaN	100.0	73.0	3a	NaN
Continental	Airlines	Inc.	Houston,	TX	186.0	NaN	100.0	80.0	3b	NaN
Convergys	Corp.	Cincinnati,	OH	684.0	NaN	80.0	NaN	NaN	NaN
Cooper	Tire	&	Rubber	Findlay,	OH	701.0	NaN	33.0	33.0	NaN	NaN
Coors	Brewing	Co.	Denver,	CO	386.0	NaN	100.0	100.0	NaN	NaN
Corbis	Corp.	Seattle,	WA	NaN	NaN	80.0	80.0	5	NaN
Corning	Inc.	Corning,	NY	439.0	NaN	100.0	100.0	6	NaN
Costco	Wholesale	Corp.	Issaquah,	WA	32.0	NaN	93.0	93.0	NaN	NaN
Covington	&	Burling	LLP	Washington,	DC	NaN	63.0	100.0	80.0	+	NaN
Cox	Enterprises	Inc./Cox	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	Atlanta,	GA	NaN	NaN	100.0	95.0	NaN	NaN
Communications	Inc.	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Cravath,	Swaine	&	Moore	LLP	New	York,	NY	NaN	40.0	100.0	95.0	NaN	NaN
Credit	Suisse	USA	Inc.	New	York,	NY	NaN	NaN	100.0	100.0	NaN	NaN
Crowell	&	Moring	LLP	Washington,	DC	NaN	122.0	95.0	100.0	NaN	NaN
CSX	Corp.	Jacksonville,	FL	261.0	NaN	75.0	85.0	NaN	NaN
Cummins	Inc.	Columbus,	IN	221.0	NaN	100.0	100.0	NaN	NaN
CUNA	Mutual	Insurance	Group	Madison,	WI	667.0	NaN	65.0	65.0	NaN	NaN
CVS	Corp.	Woonsocket,	RI	51.0	NaN	90.0	NaN	NaN	NaN
Dana	Holding	Corp.	Toledo,	OH	255.0	NaN	20.0	20.0	NaN	NaN
Darden	Restaurants	Orlando,	FL	404.0	NaN	80.0	80.0	NaN	NaN
Davis	Wright	Tremaine	LLP	Seattle,	WA	NaN	121.0	85.0	NaN	NaN	NaN
Davis,	Polk	&	Wardwell	New	York,	NY	NaN	29.0	95.0	NaN	NaN	NaN
Dean	Foods	Co.	Dallas,	TX	246.0	NaN	73.0	73.0	NaN	NaN
Debevoise	&	Plimpton	LLP	New	York,	NY	NaN	38.0	100.0	90.0	Location	NaN
Deere	&	Co.	Moline,	IL	98.0	NaN	33.0	33.0	NaN	NaN
Dell	Inc.	Round	Rock,	TX	34.0	NaN	100.0	100.0	NaN	NaN
Deloitte	LLP	New	York,	NY	NaN	NaN	100.0	100.0	+	NaN
Delphi	Corp.	Troy,	MI	83.0	NaN	45.0	45.0	NaN	NaN
Delta	Air	Lines	Inc.	Atlanta,	GA	136.0	NaN	85.0	85.0	NaN	NaN
Deutsche	Bank	New	York,	NY	NaN	NaN	100.0	100.0	+	2009	CEI	Rating	NaN
Dewey	&	LeBoeuf	LLP	New	York,	NY	NaN	NaN	100.0	NaN	NaN	NaN
Diageo	North	America	Norwalk,	CT	NaN	NaN	100.0	95.0	NaN	NaN
1aDickstein	Shapiro	LLP	Washington,	DC	NaN	82.0	100.0	100.0	NaN	NaN
Discover	Financial	Services	Riverwoods,	IL	NaN	NaN	58.0	NaN	1b	NaN
DLA	Piper	Baltimore,	MD	NaN	11.0	100.0	NaN	2a	NaN
Dole	Food	Co.	Inc.	Westlake	Village,	CA	NaN	NaN	45.0	45.0	NaN	NaN
Dollar	Thrifty	Automotive	Group	Inc.	Tulsa,	OK	958.0	NaN	83.0	NaN	NaN	NaN
Dominion	Resources	Inc.	Richmond,	VA	140.0	NaN	90.0	95.0	NaN	NaN
Domino�s	Pizza	Inc.	Ann	Arbor,	MI	NaN	NaN	60.0	60.0	NaN	NaN
Dorsey	&	Whitney	LLP	Minneapolis,	MN	NaN	72.0	100.0	100.0	3b	NaN
Dow	Chemical	Co.	Midland,	MI	40.0	NaN	100.0	100.0	3c	NaN
Dow	Jones	&	Co.	Inc.	New	York,	NY	896.0	NaN	30.0	30.0	NaN	NaN
DPR	Construction	Inc.	Redwood	City,	CA	NaN	NaN	30.0	30.0	NaN	NaN
Drinker	Biddle	&	Reath	LLP	Philadelphia,	PA	NaN	99.0	95.0	95.0	NaN	NaN
DTE	Energy	Co.	Detroit,	MI	279.0	NaN	75.0	75.0	6	NaN
Duane	Morris	LLP	Philadelphia,	PA	NaN	70.0	95.0	80.0	NaN	NaN
Duke	Energy	Corp.	Charlotte,	NC	143.0	NaN	75.0	60.0	NaN	NaN
Dun	&	Bradstreet	Corp.,	The	Short	Hills,	NJ	NaN	NaN	35.0	35.0	NaN	NaN
DuPont	(E.I.	du	Pont	de	Nemours)	Wilmington,	DE	74.0	NaN	100.0	100.0	+	NaN
Dykema	Gossett	P,	LLC	Detroit,	MI	NaN	149.0	80.0	80.0	NaN	NaN
E*TRADE	Financial	Corp.	New	York,	NY	545.0	NaN	93.0	93.0	NaN	NaN
EarthLink	Inc.	Atlanta,	GA	NaN	NaN	88.0	88.0	NaN	NaN
Eastman	Kodak	Co.	Rochester,	NY	182.0	NaN	100.0	100.0	+	NaN
eBay	Inc.	San	Jose,	CA	383.0	NaN	100.0	NaN	NaN	NaN
Edison	International	Rosemead,	CA	192.0	NaN	35.0	35.0	NaN	NaN
Edwards	Angell	Palmer	&	Dodge	LLP	Boston,	MA	NaN	75.0	100.0	90.0	NaN	NaN
Electronic	Arts	Inc.	Redwood	City,	CA	658.0	NaN	100.0	100.0	NaN	NaN
Electronic	Data	Systems	Corp.	Plano,	TX	111.0	NaN	95.0	90.0	NaN	NaN
Eli	Lilly	&	Co.	Indianapolis,	IN	149.0	NaN	100.0	100.0	NaN	NaN
EMC	Corp.	Hopkinton,	MA	224.0	NaN	95.0	45.0	NaN	NaN
Emerson	Electric	Co.	St.	Louis,	MO	115.0	NaN	45.0	45.0	NaN	NaN
Entergy	Corp.	New	Orleans,	LA	225.0	NaN	95.0	88.0	NaN	NaN
Enterprise	Rent-A-Car	Co.	St.	Louis,	MO	NaN	NaN	80.0	85.0	NaN	NaN
Ernst	&	Young	LLP	New	York,	NY	NaN	NaN	100.0	100.0	+	NaN
Estee	Lauder	Companies	New	York,	NY	352.0	NaN	100.0	100.0	+	NaN
Esurance	Inc.	San	Francisco,	CA	NaN	NaN	100.0	100.0	NaN	NaN
Exelon	Corp.	Chicago,	IL	150.0	NaN	95.0	95.0	+	NaN
Expedia	Inc.	Bellevue,	WA	800.0	NaN	50.0	NaN	NaN	NaN
Exxon	Mobil	Corp.	Irving,	TX	2.0	NaN	0.0	0.0	NaN	NaN
Faegre	&	Benson	LLP	Minneapolis,	MN	NaN	98.0	100.0	100.0	+	NaN
Fannie	Mae	Washington,	DC	NaN	NaN	100.0	100.0	NaN	NaN
FedEx	Corp.	Memphis,	TN	68.0	NaN	55.0	55.0	NaN	1a
Fenwick	&	West	LLP	Mountain	View,	CA	NaN	141.0	95.0	90.0	NaN	1b
Fifth	Third	Bancorp	Cincinnati,	OH	299.0	NaN	75.0	60.0	NaN	NaN
Finnegan,	Henderson,	Farabow,	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	Washington,	DC	NaN	85.0	40.0	40.0	NaN	NaN
Garrett	&	Dunner	LLP	NaN	NaN	NaN	NaN	NaN	NaN	2b
Fish	&	Richardson	PC	Boston,	MA	NaN	80.0	80.0	75.0	NaN	NaN
Fisher	Scientifi	c	International	Hampton,	NH	NaN	NaN	40.0	40.0	NaN	NaN
Foley	&	Lardner	LLP	Milwaukee,	WI	NaN	27.0	100.0	100.0	NaN	NaN
Foley	Hoag	LLP	Boston,	MA	NaN	161.0	100.0	100.0	NaN	NaN
Food	Lion	LLC	Salisbury,	NC	NaN	NaN	95.0	80.0	NaN	3c
Ford	Motor	Co.	Dearborn,	MI	7.0	NaN	100.0	100.0	+	4
Franklin	Resources	Inc.	San	Mateo,	CA	445.0	NaN	50.0	NaN	NaN	NaN
Freddie	Mac	McLean,	VA	50.0	NaN	85.0	85.0	NaN	NaN
Freescale	Semiconductor	Inc.	Austin,	TX	NaN	NaN	100.0	100.0	NaN	NaN
Fried,	Frank,	Haris,	Shriver	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	New	York,	NY	NaN	53.0	100.0	NaN	+	NaN
&	Jacobson	LLP	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Frost	Brown	Todd	LLC	Cincinnati,	OH	NaN	167.0	85.0	NaN	NaN	NaN
Fulbright	&	Jaworski	LLP	Houston,	TX	NaN	34.0	85.0	80.0	NaN	NaN
GameStop	Corp.	Grapevine,	TX	426.0	NaN	100.0	100.0	NaN	NaN
Gannett	Co.	Inc.	McLean,	VA	302.0	NaN	65.0	65.0	NaN	NaN
Gap	Inc.	San	Francisco,	CA	144.0	NaN	100.0	100.0	NaN	NaN
Genentech	Inc.	South	San	Francisco,	CA	NaN	NaN	100.0	100.0	+	NaN
General	Dynamics	Corp.	Falls	Church,	VA	92.0	NaN	40.0	40.0	NaN	NaN
General	Electric	Co.	Fairfi	eld,	CT	6.0	NaN	80.0	75.0	NaN	NaN
General	Mills	Inc.	Minneapolis,	MN	213.0	NaN	95.0	100.0	NaN	NaN
General	Motors	Corp.	Detroit,	MI	3.0	NaN	100.0	100.0	+	NaN
Gibson,	Dunn	&	Crutcher	LLP	Los	Angeles,	CA	NaN	20.0	100.0	80.0	NaN	NaN
GlaxoSmithKline	plc	Philadelphia,	PA	NaN	NaN	100.0	100.0	NaN	NaN
Global	Hyatt	Corp.	Chicago,	IL	NaN	NaN	100.0	100.0	NaN	NaN
Goldman	Sachs	Group	Inc.,	The	New	York,	NY	24.0	NaN	100.0	100.0	+	Location	NaN
Goodwin	Procter	LLP	Boston,	MA	NaN	47.0	75.0	NaN	NaN	NaN
Google	Inc.	Mountain	View,	CA	241.0	NaN	100.0	100.0	NaN	NaN
Gordon	&	Rees	LLP	San	Francisco,	CA	NaN	171.0	95.0	85.0	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN	2007	Fortune	1000	NaN
Group	Health	Cooperative	Seattle,	WA	NaN	NaN	78.0	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN	2007	AmLaw	200	NaN
H&R	Block	Kansas	City,	MO	459.0	NaN	65.0	NaN	NaN	NaN
H.E.	Butt	Grocery	Co.	San	Antonio,	TX	NaN	NaN	40.0	40.0	2009	CEI	Rating	NaN
H.J.	Heinz	Co.	Pittsburgh,	PA	269.0	NaN	68.0	48.0	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN	2008	CEI	Rating	NaN
Hain	Celestial	Group	Inc.	Melville,	NY	NaN	NaN	55.0	30.0	NaN	NaN
Hallmark	Cards	Inc.	Kansas	City,	MO	NaN	NaN	90.0	90.0	NaN	NaN
Hannaford	Brothers	Portland,	ME	NaN	NaN	83.0	93.0	1b	NaN
Harrah�s	Entertainment	Inc.	Las	Vegas,	NV	254.0	NaN	100.0	100.0	2a	NaN
Harris	Bankcorp	Inc.	Chicago,	IL	NaN	NaN	90.0	95.0	NaN	NaN
Harris	Interactive	Inc.	Rochester,	NY	NaN	NaN	93.0	93.0	NaN	NaN
Harry	&	David	Holdings	Inc.	Medford,	OR	NaN	NaN	83.0	43.0	NaN	NaN
Hartford	Financial	Services	Co.	Hartford,	CT	82.0	NaN	100.0	100.0	NaN	NaN
Harvard	Pilgrim	Health	Care	Inc.	Wellesley,	MA	NaN	NaN	100.0	100.0	3b	NaN
Hasbro	Inc.	Pawtucket,	RI	626.0	NaN	50.0	50.0	3c	NaN
Haynes	and	Boone	LLP	Dallas,	TX	NaN	105.0	100.0	75.0	NaN	NaN
Health	Care	Service	Corp.	Chicago,	IL	NaN	NaN	95.0	NaN	NaN	NaN
Health	Net	Inc.	Woodland	Hills,	CA	189.0	NaN	93.0	93.0	NaN	NaN
Heller	Ehrman	LLP	San	Francisco,	CA	NaN	46.0	100.0	100.0	6	NaN
Herman	Miller	Inc.	Zeeland,	MI	940.0	NaN	100.0	100.0	+	NaN
Hershey	Co.,	The	Hershey,	PA	453.0	NaN	70.0	70.0	NaN	NaN
Hewitt	Associates	Lincolnshire,	IL	673.0	NaN	100.0	100.0	NaN	NaN
Hewlett-Packard	Co.	Palo	Alto,	CA	14.0	NaN	100.0	100.0	NaN	NaN
Hilton	Hotels	Corp.	Beverly	Hills,	CA	296.0	NaN	90.0	95.0	NaN	NaN
Hoffmann-La	Roche	Inc.	Nutley,	NJ	NaN	NaN	100.0	80.0	NaN	NaN
Hogan	&	Hartson	LLP	Washington,	DC	NaN	23.0	95.0	80.0	NaN	NaN
Holland	&	Knight	LLP	Miami,	FL	NaN	32.0	100.0	100.0	NaN	NaN
Holme	Roberts	&	Owen	LLP	Denver,	CO	NaN	NaN	60.0	NaN	NaN	NaN
Home	Depot	Inc.	Atlanta,	GA	17.0	NaN	85.0	85.0	NaN	NaN
Honeywell	International	Inc.	Morristown,	NJ	69.0	NaN	100.0	100.0	NaN	NaN
Hospira	Inc.	Lake	Forest,	IL	697.0	NaN	100.0	100.0	NaN	NaN
Host	Hotels	&	Resorts	Bethesda,	MD	452.0	NaN	45.0	45.0	NaN	NaN
Hotels.com	LP	Dallas,	TX	NaN	NaN	85.0	85.0	NaN	NaN
Howard	&	Howard	Attorneys	PC	Kalamazoo,	MI	NaN	NaN	48.0	48.0	NaN	NaN
Howrey	LLP	Washington,	DC	NaN	58.0	100.0	85.0	NaN	NaN
HSBC	-	North	America	Mettawa,	IL	NaN	NaN	100.0	100.0	NaN	NaN
Humana	Inc.	Louisville,	KY	110.0	NaN	45.0	40.0	NaN	NaN
Huntington	Bancshares	Columbus,	OH	714.0	NaN	75.0	NaN	NaN	NaN
Hunton	&	Williams	LLP	Richmond,	VA	NaN	41.0	75.0	75.0	NaN	NaN
Husch	Blackwell	Sanders	LLP	Kansas	City,	MO	NaN	179.0	100.0	80.0	NaN	NaN
IKON	Offi	ce	Solutions	Malvern,	PA	507.0	NaN	65.0	NaN	NaN	NaN
Illinois	Tool	Works	Inc.	Glenview,	IL	175.0	NaN	68.0	68.0	NaN	NaN
Imation	Corp.	Oakdale,	MN	995.0	NaN	88.0	93.0	NaN	NaN
IndyMac	Bancorp	Inc.	Pasadena,	CA	722.0	NaN	100.0	100.0	NaN	NaN
