Arent, Fox, Kintner, Plotkin & Kahn Washington, DC	NaN	NaN	137.0	75.0	NaN	NaN	NaN	NaN	NaN
Arnold & Porter LLP Washington, DC	NaN	NaN	46.0	100.0	100.0	NaN	NaN	NaN	NaN
AstraZeneca PLC Wilmington, DE	NaN	NaN	NaN	NaN	85.0	NaN	NaN	NaN	NaN
AT&T Inc. San Antonio, TX	NaN	39.0	NaN	NaN	100.0	100.0	NaN	NaN	NaN
Austin Radiological Association Austin, TX	NaN	NaN	NaN	NaN	53.0	NaN	NaN	NaN	NaN
Automatic Data Processing Inc. Roseland, NJ	NaN	271.0	NaN	NaN	95.0	30.0	NaN	NaN	NaN
AutoZone Inc. Memphis, TN	NaN	378.0	NaN	NaN	25.0	25.0	NaN	NaN	NaN
Avaya Inc. Basking Ridge, NJ	NaN	434.0	NaN	NaN	85.0	100.0	NaN	NaN	Headquarters
Aventis Pharmaceuticals Inc. Bridgewater, NJ	NaN	NaN	NaN	NaN	80.0	80.0	NaN	NaN	NaN
Avis Budget Group Inc. Parsippany, NJ	NaN	114.0	NaN	NaN	60.0	75.0	NaN	NaN	NaN
Avnet Inc. Phoenix, AZ	NaN	212.0	NaN	NaN	30.0	30.0	NaN	NaN	NaN
Avon Products Inc. New York, NY	NaN	281.0	NaN	NaN	60.0	30.0	NaN	NaN	2006 Fortune 1000
Bain & Co. Inc. Boston, MA	NaN	NaN	NaN	NaN	100.0	100.0	NaN	NaN	NaN
Baker & Botts Houston, TX	NaN	NaN	NaN	52.0	85.0	NaN	NaN	NaN	NaN
Baker & Daniels Indianapolis, IN	NaN	NaN	NaN	176.0	95.0	NaN	NaN	NaN	2006 AmLaw 200
Baldor Electric Co. Fort Smith, AR	NaN	NaN	NaN	NaN	25.0	15.0	NaN	NaN	NaN
Ball Corp. Broomfield, CO	NaN	374.0	NaN	NaN	58.0	58.0	NaN	NaN	2008 CEI Rating
Ballard, Spahr, Andrews	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
& Ingersoll Philadelphia, PA	NaN	NaN	NaN	102.0	80.0	NaN	NaN	NaN	NaN
Bank of America Corp. Charlotte, NC	NaN	12.0	NaN	NaN	100.0	100.0	NaN	NaN	NaN
Bank of New York Co. New York, NY	NaN	278.0	NaN	NaN	85.0	85.0	NaN	NaN	1a
Barclays Capital New York, NY	NaN	NaN	NaN	NaN	90.0	90.0	NaN	NaN	1b
Barnes & Noble Inc. New York, NY	NaN	422.0	NaN	NaN	63.0	60.0	NaN	NaN	NaN
BASF Corp. Florham Park, NJ	NaN	NaN	NaN	NaN	95.0	NaN	NaN	NaN	NaN
Bausch & Lomb Inc. Rochester, NY	NaN	NaN	NaN	NaN	100.0	100.0	NaN	NaN	2b
Baxter International Inc. Deerfield, IL	NaN	240.0	NaN	NaN	73.0	73.0	NaN	NaN	NaN
Bayer Corp. Pittsburgh, PA	NaN	NaN	NaN	NaN	15.0	15.0	NaN	NaN	NaN
BB&T Corp. Winston-Salem, NC	NaN	292.0	NaN	NaN	25.0	25.0	NaN	NaN	3a
Bear Stearns Companies Inc., The New York, NY	NaN	202.0	NaN	NaN	100.0	NaN	NaN	NaN	3b
Best Buy Co. Inc. Richfield, MN	NaN	76.0	NaN	NaN	100.0	100.0	NaN	NaN	NaN
Bingham McCutchen Boston, MA	NaN	NaN	NaN	27.0	100.0	80.0	NaN	NaN	NaN
kwell Sanders Peper Martin LLP Kansas City, MO	NaN	NaN	NaN	183.0	80.0	NaN	NaN	NaN	4
BMC Software Inc. Houston, TX	NaN	984.0	NaN	NaN	70.0	NaN	NaN	NaN	NaN
BNSF Railway Co. Fort Worth, TX	NaN	171.0	NaN	NaN	30.0	NaN	NaN	NaN	NaN
Boehringer Ingelheim	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Pharmaceuticals Inc. Ridgefield, CT	NaN	NaN	NaN	NaN	100.0	NaN	NaN	NaN	NaN
Boeing Co. Chicago, IL	NaN	26.0	NaN	NaN	100.0	100.0	NaN	NaN	NaN
Booz Allen Hamilton Inc. McLean, VA	NaN	NaN	67.0	NaN	80.0	80.0	NaN	NaN	NaN
Borders Group Inc. Ann Arbor, MI	NaN	490.0	NaN	NaN	100.0	95.0	NaN	NaN	NaN
Boston Consulting Group Boston, MA	NaN	NaN	NaN	NaN	100.0	NaN	NaN	NaN	NaN
BP America Inc. Warrenville, IL	NaN	NaN	NaN	NaN	100.0	100.0	NaN	NaN	NaN
Bridgestone Americas Holding Inc. Nashville, TN	NaN	NaN	NaN	NaN	80.0	45.0	NaN	NaN	NaN
Bright Horizons Family	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Solutions Inc. Watertown, MA	NaN	NaN	NaN	NaN	100.0	100.0	NaN	NaN	NaN
Brinker International Inc. Dallas, TX	NaN	504.0	NaN	NaN	100.0	100.0	NaN	NaN	NaN
Bristol-Myers Squibb Co. New York, NY	NaN	110.0	NaN	NaN	100.0	100.0	NaN	NaN	NaN
Bryan Cave LLP St. Louis, MO	NaN	NaN	NaN	56.0	100.0	75.0	NaN	NaN	NaN
C&S Wholesale Grocers Inc. Keene, NH	NaN	NaN	7.0	NaN	40.0	40.0	NaN	NaN	NaN
Cadwalader, Wickersham & Taft	New York, NY	NaN	NaN	42.0	95.0	95.0	NaN	NaN	NaN
Calpine Corp.	San Jose, CA	275.0	NaN	NaN	48.0	63.0	NaN	NaN	NaN
