Calumet Specialty Products	nan	Indianapolis, IN	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.0	nan	467.0
Cambia Health Solutions Inc.	nan	Portland, OR	●	●	●	●	●	●	nan	●	●	90.0	nan	nan
Cameron International Corp.	nan	Houston, TX	w	w	nan	nan	nan	nan	nan	nan	nan	20.0	0.0	286.0
Campbell Soup Co.	nan	Camden, NJ	●	●	●	●	●	●	●	●	●	100.0	100.0	315.0
Canadian Imperial Bank of Commerce	nan	New York, NY	w	w	nan	●	w	nan	●	●	nan	55.0	70.0	nan
Capgemini US LLC	nan	New York, NY	●	●	●	●	●	nan	●	●	w	85.0	90.0	nan
Capital Markets Company NV, The	nan	New York, NY	●	●	●	●	●	●	●	●	●	100.0	100.0	nan
Capital One Financial Corp.	nan	McLean, VA	●	●	●	●	●	●	●	●	●	100.0	100.0	124.0
Cardinal Health Inc.	nan	Dublin, OH	●	●	●	●	●	●	●	●	●	100.0	100.0	22.0
CareFirst Inc.	nan	Baltimore, MD	●	●	●	●	●	nan	●	●	w	85.0	nan	nan
CareFusion Corp.	nan	San Diego, CA	●	●	●	●	●	●	●	●	●	100.0	100.0	651.0
Cargill Inc.	nan	Wayzata, MN	●	●	●	●	●	●	●	●	●	100.0	100.0	nan
Caribou Coffee Company Inc.	nan	Minneapolis, MN	●	nan	nan	●	●	nan	nan	w	w	50.0	60.0	nan
Carlson Inc.	nan	Minnetonka, MN	●	●	●	●	●	nan	●	●	w	85.0	85.0	nan
Carlton Fields Jorden Burt	nan	Tampa, FL	●	●	●	●	●	●	●	●	●	100.0	100.0	nan
CarMax Inc.	nan	Richmond, VA	●	●	●	●	●	●	●	w	●	95.0	85.0	240.0
Carnival Corp.	nan	Miami, FL	●	●	●	●	●	nan	●	w	●	85.0	85.0	nan
Casey’s General Stores Inc.	nan	Ankeny, IA	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.0	0.0	389.0
Caterpillar Inc.	nan	Peoria, IL	●	●	●	●	●	nan	●	●	●	90.0	90.0	49.0
CBRE Inc.	nan	Los Angeles, CA	●	●	●	●	●	●	●	●	●	100.0	100.0	363.0
CBS Corp.	nan	New York, NY	●	●	●	●	●	●	●	●	●	100.0	100.0	182.0
CDW Corp.	nan	Vernon Hills, IL	●	●	●	●	●	nan	●	●	●	90.0	90.0	265.0
CEB Inc.	nan	Arlington, VA	●	●	●	●	●	●	●	●	●	100.0	nan	nan
Celanese Corp.	nan	Irving, TX	●	●	●	●	●	nan	●	●	w	85.0	80.0	399.0
Celgene Corp.	nan	Summit, NJ	●	●	●	●	●	nan	nan	w	w	70.0	30.0	401.0
Centene Corp.	nan	St. Louis, MO	●	●	●	●	●	nan	●	●	w	80.0	0.0	251.0
CenterPoint Energy Inc.	nan	Houston, TX	w	nan	nan	nan	nan	nan	nan	nan	nan	10.0	15.0	333.0
CenturyLink Inc.	nan	Monroe, LA	●	●	●	●	●	nan	nan	●	w	75.0	80.0	158.0
Cerner Corp.	nan	North Kansas City, MO	●	●	●	●	●	nan	●	●	w	85.0	90.0	742.0
CF Industries Holdings Inc.	nan	Deerfield, IL	w	w	nan	nan	nan	nan	nan	nan	nan	20.0	0.0	463.0
CH2M HILL Companies Ltd.	nan	Englewood, CO	●	●	●	●	●	nan	●	●	w	85.0	90.0	437.0
Chadbourne & Parke LLP	nan	New York, NY	●	●	●	●	●	nan	●	●	w	85.0	90.0	nan
Chamberlin Edmonds & Associates Inc.	nan	Atlanta, GA	w	nan	nan	●	w	nan	nan	w	nan	30.0	40.0	nan
Chapman and Cutler LLP	nan	Chicago, IL	●	●	●	●	●	●	●	●	●	100.0	100.0	nan
Charles Schwab Corp., The	nan	San Francisco, CA	●	●	●	●	●	●	●	●	●	100.0	100.0	459.0
Charter Communications	nan	Stamford, CT	w	nan	nan	nan	nan	nan	nan	nan	nan	10.0	15.0	331.0
Chesapeake Energy Corp.	nan	Oklahoma City, OK	●	●	●	●	●	nan	nan	w	w	65.0	15.0	163.0
Chevron Corp.	nan	San Ramon, CA	●	●	●	●	●	●	●	●	●	100.0	100.0	3.0
CHG Healthcare Services Inc.	nan	Salt Lake City, UT	●	●	●	●	●	nan	●	●	w	85.0	80.0	nan
Chipotle Mexican Grill Inc.	nan	Denver, CO	●	●	nan	●	●	nan	nan	w	●	70.0	75.0	696.0
Choate, Hall & Stewart LLP	nan	Boston, MA	●	●	●	●	●	●	●	●	●	100.0	100.0	nan
Choice Hotels International Inc.	nan	Rockville, MD	●	●	●	●	●	●	●	●	●	100.0	100.0	nan
CHS Inc.	nan	Inver Grove Heights, MN	w	w	nan	nan	nan	nan	nan	nan	nan	20.0	0.0	62.0
